schema_version,sample_id,source_group,sequence_id,split,action_code,dive_score,difficulty,start_frame,end_frame,macro_transition_1,macro_transition_2,fine_transition_count,fine_transitions,phase_label_count,phase_labels,judge_scores,execution_scores,synchronisation_scores,live_path,live_frames,live_first_frame,live_last_frame,replay1_path,replay1_frames,replay1_first_frame,replay1_last_frame,live_mask_path,live_mask_frames,live_mask_aligned,replay2_path,replay2_frames,replay2_available,mask_provenance,issues,replay1_mask_path,mask_role,replay1_mask_aligned
2.0,Synchro_014/0,Synchro_014,0,train,201b,52.8,2.0,5424,5519,26,56,2,"[26, 56]",96,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 9.0, 8.5, 9.0, 9.0]","[8.5, 9.0]","[8.5, 9.0, 9.0]",rgb/live/Synchro_014/0,96,005424.jpg,005519.jpg,rgb/replay1/Synchro_014/0,252,005734.jpg,005985.jpg,masks/live/Synchro_014/0,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/0,predicted_input,True
2.0,Synchro_014/1,Synchro_014,1,train,201b,49.8,2.0,7686,7783,31,58,2,"[31, 58]",98,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.0, 8.5, 8.5, 8.5]","[8.0, 8.0]","[8.5, 8.5, 8.5]",rgb/live/Synchro_014/1,98,007686.jpg,007783.jpg,rgb/replay1/Synchro_014/1,252,008065.jpg,008316.jpg,masks/live/Synchro_014/1,98,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/1,predicted_input,True
2.0,Synchro_014/2,Synchro_014,2,train,201b,50.4,2.0,9645,9740,32,58,2,"[32, 58]",96,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.5, 8.5, 8.5, 8.5]","[8.0, 8.5]","[8.5, 8.5, 8.5]",rgb/live/Synchro_014/2,96,009645.jpg,009740.jpg,rgb/replay1/Synchro_014/2,168,010244.jpg,010411.jpg,masks/live/Synchro_014/2,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/2,predicted_input,True
2.0,Synchro_014/3,Synchro_014,3,train,401b,48.6,2.0,11509,11604,26,50,2,"[26, 50]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.0, 8.5, 8.0, 8.5]","[7.5, 8.0]","[8.5, 8.0, 8.5]",rgb/live/Synchro_014/3,96,011509.jpg,011604.jpg,rgb/replay1/Synchro_014/3,122,011824.jpg,011945.jpg,masks/live/Synchro_014/3,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/3,predicted_input,True
2.0,Synchro_014/4,Synchro_014,4,train,201b,47.4,2.0,14950,15045,22,48,2,"[22, 48]",96,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.0, 8.5, 8.0, 8.0, 8.0]","[7.0, 8.5]","[8.0, 8.0, 8.0]",rgb/live/Synchro_014/4,96,014950.jpg,015045.jpg,rgb/replay1/Synchro_014/4,244,015188.jpg,015431.jpg,masks/live/Synchro_014/4,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/4,predicted_input,True
2.0,Synchro_014/5,Synchro_014,5,train,401b,45.6,2.0,18387,18482,17,43,2,"[17, 43]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 7.0, 7.5, 8.0, 8.0]","[7.5, 7.0]","[7.5, 8.0, 8.0]",rgb/live/Synchro_014/5,96,018387.jpg,018482.jpg,rgb/replay1/Synchro_014/5,228,018661.jpg,018888.jpg,masks/live/Synchro_014/5,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/5,predicted_input,True
2.0,Synchro_014/6,Synchro_014,6,test,301b,51.0,2.0,21382,21480,35,67,2,"[35, 67]",99,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 9.0, 8.5, 8.5, 8.0]","[8.5, 9.0]","[8.5, 8.5, 8.0]",rgb/live/Synchro_014/6,99,021382.jpg,021480.jpg,rgb/replay1/Synchro_014/6,264,021767.jpg,022030.jpg,masks/live/Synchro_014/6,99,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/6,predicted_input,True
2.0,Synchro_014/7,Synchro_014,7,train,301b,51.0,2.0,23366,23465,36,65,2,"[36, 65]",100,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 8.5, 8.5, 8.5, 8.5]","[8.5, 8.5]","[8.5, 8.5, 8.5]",rgb/live/Synchro_014/7,100,023366.jpg,023465.jpg,rgb/replay1/Synchro_014/7,140,023745.jpg,023884.jpg,masks/live/Synchro_014/7,100,True,,0,False,unknown_existing_segmentation_output,"[""alternate_replay1_conflict"", ""canonical_replay_mask_mismatch""]",masks/replay1/Synchro_014/7,predicted_input,False
2.0,Synchro_014/8,Synchro_014,8,test,201b,48.0,2.0,26713,26808,30,54,2,"[30, 54]",96,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 7.5, 8.5, 8.0, 8.5]","[7.5, 7.5]","[8.5, 8.0, 8.5]",rgb/live/Synchro_014/8,96,026713.jpg,026808.jpg,rgb/replay1/Synchro_014/8,136,026991.jpg,027126.jpg,masks/live/Synchro_014/8,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/8,predicted_input,True
2.0,Synchro_014/9,Synchro_014,9,train,301b,43.8,2.0,28265,28368,37,64,2,"[37, 64]",104,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.0, 7.0, 7.5, 7.5, 7.5]","[7.0, 7.0]","[7.5, 7.5, 7.5]",rgb/live/Synchro_014/9,104,028265.jpg,028368.jpg,rgb/replay1/Synchro_014/9,292,028629.jpg,028920.jpg,masks/live/Synchro_014/9,104,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/9,predicted_input,True
2.0,Synchro_014/10,Synchro_014,10,validation,301b,48.0,2.0,29812,29917,37,68,2,"[37, 68]",106,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 8.0, 8.0, 8.0, 8.0]","[8.0, 8.0]","[8.0, 8.0, 8.0]",rgb/live/Synchro_014/10,106,029812.jpg,029917.jpg,rgb/replay1/Synchro_014/10,124,030194.jpg,030317.jpg,masks/live/Synchro_014/10,106,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/10,predicted_input,True
2.0,Synchro_014/11,Synchro_014,11,train,301b,45.0,2.0,31221,31317,36,64,2,"[36, 64]",97,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 7.5, 7.5, 7.5, 7.5]","[7.5, 7.5]","[7.5, 7.5, 7.5]",rgb/live/Synchro_014/11,97,031221.jpg,031317.jpg,rgb/replay1/Synchro_014/11,259,031825.jpg,032083.jpg,masks/live/Synchro_014/11,97,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/11,predicted_input,True
2.0,Synchro_014/12,Synchro_014,12,test,301b,42.0,2.0,32767,32865,35,63,2,"[35, 63]",99,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 6.5, 7.5, 7.5, 7.0]","[6.5, 6.5]","[7.5, 7.5, 7.0]",rgb/live/Synchro_014/12,99,032767.jpg,032865.jpg,rgb/replay1/Synchro_014/12,130,033095.jpg,033224.jpg,masks/live/Synchro_014/12,99,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/12,predicted_input,True
2.0,Synchro_014/13,Synchro_014,13,test,405b,77.4,3.0,35329,35424,24,56,2,"[24, 56]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.5, 8.5, 8.5, 9.0, 8.5]","[8.5, 8.5]","[8.5, 9.0, 8.5]",rgb/live/Synchro_014/13,96,035329.jpg,035424.jpg,rgb/replay1/Synchro_014/13,216,035623.jpg,035838.jpg,masks/live/Synchro_014/13,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/13,predicted_input,True
2.0,Synchro_014/14,Synchro_014,14,train,405b,71.1,3.0,37314,37409,32,65,2,"[32, 65]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[8.0, 7.5, 8.0, 8.0, 8.0]","[8.0, 7.5]","[8.0, 8.0, 8.0]",rgb/live/Synchro_014/14,96,037314.jpg,037409.jpg,rgb/replay1/Synchro_014/14,225,037621.jpg,037845.jpg,masks/live/Synchro_014/14,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/14,predicted_input,True
2.0,Synchro_014/15,Synchro_014,15,test,5152b,63.9,3.0,39125,39240,32,69,4,"[32, 47, 61, 69]",116,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[5.5, 8.0, 7.5, 7.5, 7.0]","[5.5, 8.0]","[7.5, 7.5, 7.0]",rgb/live/Synchro_014/15,116,039125.jpg,039240.jpg,rgb/replay1/Synchro_014/15,261,039700.jpg,039960.jpg,masks/live/Synchro_014/15,116,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/15,predicted_input,True
2.0,Synchro_014/16,Synchro_014,16,train,5152b,64.8,3.0,40782,40885,31,67,4,"[31, 45, 59, 67]",104,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 7.0, 7.5, 7.5, 7.5]","[6.5, 7.0]","[7.5, 7.5, 7.5]",rgb/live/Synchro_014/16,104,040782.jpg,040885.jpg,rgb/replay1/Synchro_014/16,264,041122.jpg,041385.jpg,masks/live/Synchro_014/16,104,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/16,predicted_input,True
2.0,Synchro_014/17,Synchro_014,17,train,107c,48.72,2.8,42479,42584,32,70,2,"[32, 70]",106,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[4.5, 5.5, 6.5, 6.0, 6.5]","[4.5, 5.5]","[6.5, 6.0, 6.5]",rgb/live/Synchro_014/17,106,042479.jpg,042584.jpg,rgb/replay1/Synchro_014/17,300,042791.jpg,043090.jpg,masks/live/Synchro_014/17,106,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/17,predicted_input,True
2.0,Synchro_014/18,Synchro_014,18,train,405b,73.8,3.0,44173,44268,26,58,2,"[26, 58]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.0, 8.5, 8.5, 8.5]","[7.5, 8.0]","[8.5, 8.5, 8.5]",rgb/live/Synchro_014/18,96,044173.jpg,044268.jpg,rgb/replay1/Synchro_014/18,230,044490.jpg,044719.jpg,masks/live/Synchro_014/18,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/18,predicted_input,True
2.0,Synchro_014/19,Synchro_014,19,test,5152b,68.4,3.0,45719,45816,30,66,4,"[30, 45, 57, 66]",98,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.0, 7.5, 8.0, 8.0, 7.5]","[7.0, 7.5]","[8.0, 8.0, 7.5]",rgb/live/Synchro_014/19,98,045719.jpg,045816.jpg,rgb/replay1/Synchro_014/19,252,046365.jpg,046616.jpg,masks/live/Synchro_014/19,98,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/19,predicted_input,True
2.0,Synchro_014/20,Synchro_014,20,test,5152b,57.6,3.0,47282,47382,28,65,4,"[28, 43, 55, 65]",101,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[6.5, 6.0, 6.0, 7.0, 6.5]","[6.5, 6.0]","[6.0, 7.0, 6.5]",rgb/live/Synchro_014/20,101,047282.jpg,047382.jpg,rgb/replay1/Synchro_014/20,140,047649.jpg,047788.jpg,masks/live/Synchro_014/20,101,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/20,predicted_input,True
2.0,Synchro_014/21,Synchro_014,21,train,107b,79.98,3.1,50118,50215,31,68,2,"[31, 68]",98,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[9.0, 8.5, 8.5, 8.5, 8.5]","[9.0, 8.5]","[8.5, 8.5, 8.5]",rgb/live/Synchro_014/21,98,050118.jpg,050215.jpg,rgb/replay1/Synchro_014/21,274,050616.jpg,050889.jpg,masks/live/Synchro_014/21,98,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/21,predicted_input,True
2.0,Synchro_014/22,Synchro_014,22,train,107b,72.54,3.1,52088,52189,32,69,2,"[32, 69]",102,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 7.5, 8.0, 8.0, 8.0]","[7.5, 7.5]","[8.0, 8.0, 8.0]",rgb/live/Synchro_014/22,102,052088.jpg,052189.jpg,rgb/replay1/Synchro_014/22,268,052393.jpg,052660.jpg,masks/live/Synchro_014/22,102,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/22,predicted_input,True
2.0,Synchro_014/23,Synchro_014,23,test,405b,71.1,3.0,54021,54116,24,54,2,"[24, 54]",96,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 8.0, 8.0, 8.0, 8.0]","[7.5, 8.0]","[8.0, 8.0, 8.0]",rgb/live/Synchro_014/23,96,054021.jpg,054116.jpg,rgb/replay1/Synchro_014/23,134,054283.jpg,054416.jpg,masks/live/Synchro_014/23,96,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/23,predicted_input,True
2.0,Synchro_014/24,Synchro_014,24,train,107b,67.89,3.1,55575,55674,31,68,2,"[31, 68]",100,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36, 36]","[7.5, 6.5, 7.5, 7.5, 7.5]","[7.5, 6.5]","[7.5, 7.5, 7.5]",rgb/live/Synchro_014/24,100,055575.jpg,055674.jpg,rgb/replay1/Synchro_014/24,256,055874.jpg,056129.jpg,masks/live/Synchro_014/24,100,True,,0,False,unknown_existing_segmentation_output,[],masks/replay1/Synchro_014/24,predicted_input,True
